case_name,cite,filename,date,court,state_fed,trial_appellate,jurisd_measure_enacted
"Reinoehl v. St. Joseph County Health Department, 181 N.E.3d 341
",181 N.E.3d 341,39-Reinoehl-v-St-Joseph-County-Health-Department_1.txt,12/3/2021,state_Indiana,state,,Indiana
"Riley Drive Entertainment v. Reynolds, 970 N.W.2d 289",970 N.W.2d 289,09-Riley-Drive-Entertainment-I-Inc-v-Reynolds.txt,2/18/2022,state_Iowa,state,,Iowa
"Butler v. Shawnee Mission School District Board of Education,  314 Kan. 553",314 Kan. 553,51-Butler-v-Shawnee-Mission-School-District-Board-of-Education_1.txt,1/7/2022,state_Kansas,state,,Kansas
"Kelly v. Legislative Coordinating Council, 460 P.3d 832",460 P.3d 832,055-Kelly-v-Legislative-Coordinating-Council.txt,4/11/2020,state_Kansas,state,,Kansas
"Beshear v. Acree, 615 S.W.3d 780",615 S.W.3d 780,053-Beshear-v-Acree_1.txt,11/12/2020,state_Kentucky,state,,Kentucky
"Cameron v. Beshear, 628 S.W.3d 61",628 S.W.3d 61,055-Cameron-v-Beshear_1.txt,8/21/2021,state_Kentucky,state,,Kentucky
"Beshear v. Ridgeway Properties, LLC, 2022 WL 575442",2022 WL 575442,70-Beshear-v-Ridgeway-Properties-LLC_1.txt,2/24/2022,state_Kentucky,state,,Kentucky
"Beshear v. Goodwood Brewing Co, 635 S.W.3d 788",635 S.W.3d 788,056-Beshear-v-Goodwood-Brewing-Company-LLC_1.txt,8/21/2021,state_Kentucky,state,,Kentucky
"5216 Operations, LLC v. Dept. of Revenue, Off. of Alcohol and Tobacco Control, 339 So. 3d 48 (La. App. 5th Cir. 2022)",339 So. 3d 48 ,60-5216-Operations-LLC-v-Department-of-Revenue-Office-of-Alcohol-and-Tobacco-C_1.txt,4/6/2022,state_Louisiana,state,,Louisiana
"Edwards v. Louisiana State Legislature, 315 So.3d 213",315 So.3d 213,54-Edwards-v-Louisiana-State-Legislature_1.txt,12/21/2020,state_Louisiana,state,,Louisiana
"Derosiers v. Governor, 486 Mass. 369",486 Mass. 369,033-Desrosiers-v-Governor.txt,12/10/2020,state_Massachusetts,state,,Massachusetts
"CommCan v. Baker, 2020 WL 1903822",2020 WL 1903822,65-CommCan-Inc-v-Baker_1.txt,4/16/2020,state_Massachusetts,state,,Massachusetts
"Local 598 v. MBTA, 2021 WL 6210665",2021 WL 6210665,14-Local-589-Amalgamated-Transit-Union-v-Massachusetts-Bay-Transportation-Auth.txt,12/22/2021,state_Massachusetts,state,,Massachusetts
"Avila v. Ojikutu, 2022 WL 480005",2022 WL 480005,57-Avila-v-Ojikutu_1.txt,11/29/2021,state_Massachusetts,state,,Massachusetts
"Matorin v. Commonwealth, 2020 WL 12847146",2020 WL 12847146,56-Matorin-v-Commonwealth_1.txt,8/26/2020,state_Massachusetts,state,,Massachusetts
"Avila v. Ojikutu, 2022 WL 2288672",2022 WL 2288672,63-Avila-v-Ojikutu_1.txt,6/22/2022,state_Massachusetts,state,,Massachusetts
Janet Avila & others v. Boston Board of Public Health & others 2022 WL 2288583,2022 WL 2288583,62-Avila-v-Boston-Board-of-Public-Health_1.txt,6/22/2022,state_Massachusetts,state,,Massachusetts
"Family Freedom Endeavor v. Riley, 2021 WL 6298346",2021 WL 6298346,17-Family-Freedom-Endeavor-Inc-v-Riley.txt,11/16/2021,state_Massachusetts,state,,Massachusetts
"House of Representatives v. Governor, 2020 WL 3979949",2020 WL 3979949,015-Michigan-House-of-Representatives-v-Whitmer.txt,5/21/2020,state_Michigan,state,,Michigan
"House of Representatives and Senate v. Governor, 333 Mich.App. 325",333 Mich.App. 325,57-House-of-Representatives-and-Senate-v-Governor_1.txt,8/21/2020,state_Michigan,state,,Michigan
"In re Certified Questions From U.S. Dist. Ct. , W. Dist. of Michigan, S. Div., 958 N.W.2d 1 (Mich. 2020)",958 N.W.2d 1 ,01-In-re-Certified-Questions-From-United-States-District-Court-Western-Distri.txt,10/12/2020,state_Michigan,state,,Michigan
"House of Representatives v. Governor, 506 Mich. 934",506 Mich. 934,016-House-of-Representatives-v-Governor.txt,10/12/2020,state_Michigan,state,,Michigan
"Ostergren v. Governor, 2021 WL 1050367",2021 WL 1050367,031-Ostergren-v-Governor_1.txt,3/18/2021,state_Michigan,state,,Michigan
"Ostergren v. Governor, 2020 WL 5521012",2020 WL 5521012,042-Ostergren-v-Governor-Gretchen-Whitmer_1.txt,5/21/2020,state_Michigan,state,,Michigan
"Gym 24/7 Fitness v. State, 2020 WL 6050543",2020 WL 6050543,062-The-Gym-247-Fitness-LLC-v-State_1.txt,9/24/2020,state_Michigan,state,,Michigan
"Gym 24/7 Fitness v. State, 2022 WL 982050",2022 WL 982050,25-Gym-247-Fitness-LLC-v-State_1.txt,3/31/2022,state_Michigan,state,,Michigan
"Buzzell v. Walz, 2020 WL 13519227",2020 WL 13519227,59-Buzzell-v-Walz_1.txt,10/8/2020,state_Minnesota,state,,Minnesota
"Free Minnesota Small Business Coalition v. Walz, 2020 WL 2745414",2020 WL 2745414,89-Free-Minnesota-Small-Business-Coalition-v-Walz.txt,5/26/2020,state_Minnesota,state,,Minnesota
"Doran 610 Apartments v. State by and through Walz, 2022 WL 764229",2022 WL 764229,94-Doran-610-Apartments-LLC-v-State-by-and-through-Walz.txt,3/14/2022,state_Minnesota,state,,Minnesota
"Buzzell v. Walz, 962 N.W.2d 894",962 N.W.2d 894,08-Buzzell-v-Tim-Walz-Governor-of-Minnesota.txt,6/14/2021,state_Minnesota,state,,Minnesota
"Missouri v. Page, 2021 WL 3720991",2021 WL 3720991,083-State-of-Missouri-v-Page.txt,8/3/2021,state_Missouri,state,,Missouri
"Blandino v. Eighth Judicial District Court in and for County of Clark, 478 P.3d 936",478 P.3d 936,100-Blandino-v-Eighth-Judicial-District-Court-in-and-for-County-of-Clark.txt,1/7/2021,state_Nevada,state,,Nevada
"Rivard v. Governor, 2021 WL 5495533",2021 WL 5495533,070-Rivard-v-Governor_1.txt,11/23/2021,state_New Hampshire,state,,New Hampshire
"Rivard v. Sununu, 2020 WL 11567060 (N.H.Super.) (Trial Order)",2020 WL 11567060,49-Rivard-v-Sununu_1.txt,7/22/2020,state_New Hampshire,state,,New Hampshire
"Kravitz v. Murphy, 260 A.3d 880",260 A.3d 880,41-Kravitz-v-Murphy_1.txt,7/20/2021,state_New Jersey,state,,New Jersey
"JWC Fitness v. Murphy, 265 A.3d 164",265 A.3d 164,42-JWC-Fitness-LLC-v-Murphy_1.txt,10/18/2021,state_New Jersey,state,,New Jersey
"Bayshore Enterprises, Inc. v. Murphy, 2021 WL 3120868",2021 WL 3120868,067-Bayshore-Enterprises-Inc-v-Murphy_1.txt,7/23/2021,state_New Jersey,state,,New Jersey
"New Jersey State Policemen's Benevolent Association v. Murphy, 470 N.J.Super. 568

",470 N.J.Super. 568,076-New-Jersey-State-Policemen_s-Benevolent-Association-v-Murphy.txt,2/11/2022,state_New Jersey,state,,New Jersey
"Matter of City of Newark, 469 N.J.Super. 366",469 N.J.Super. 366,070-Matter-of-City-of-Newark.txt,9/27/2021,state_New Jersey,state,,New Jersey
"Grisham v. Reeb, 480 P.3d 852",480 P.3d 852,045-Grisham-v-Reeb.txt,11/5/2020,state_New Mexico,state,,New Mexico
"Pirtle v. Legislative Council Committee of New Mexico Legislature, 492 P.3d 586

",492 P.3d 586,081-Pirtle-v-Legislative-Council-Committee-of-New-Mexico-Legislature.txt,6/30/2021,state_New Mexico,state,,New Mexico
"Grisham v. Romero, 
483 P.3d 545",483 P.3d 545,046-Grisham-v-Romero.txt,2/15/2021,state_New Mexico,state,,New Mexico
"Bocelli Ristorante v. Cuomo, 70 Misc.3d 722",70 Misc.3d 722,063-Bocelli-Ristorante-Inc-v-Cuomo_1.txt,11/6/2020,state_New York,state,,New York
"Lasertron v. Empire State Development Corp, 138 N.Y.S.3d 844",138 N.Y.S.3d 844,09-Lasertron-Inc-v-Empire-State-Development-Corporation.txt,1/4/2021,state_New York,state,,New York
"Bravo v. De Blasio, 2022 WL 1041076",2022 WL 1041076,61-Bravo-v-De-Blasio_1.txt,4/6/2022,state_New York,state,,New York
"New York City Municipal Labor Committee v. City of New York, 156 N.Y.S.3d 681
",156 N.Y.S.3d 681,99-New-York-City-Municipal-Labor-Committee-v-City-of-New-York.txt,9/29/2021,state_New York,state,,New York
"Demetriou et. al. v. New York State Dep't of Health et. al., 37 N.Y.3d 1168",37 N.Y.3d 1168,98-Matter-of-Demetriou-v-New-York-State-Dept-of-Health.txt,2/10/2022,state_New York,state,,New York
"Demetriou et. al. v. New York State Dep't of Health, 74 Misc.3d 792",74 Misc.3d 792,067-Demetriou-v-New-York-State-Dept-of-Health_1.txt,1/24/2022,state_New York,state,,New York
"Gallivan v. Cuomo, 143 N.Y.S.3d 816",143 N.Y.S.3d 816,24-Gallivan-v-Cuomo_1.txt,2/27/2021,state_New York,state,,New York
"Hensley v. Williamsville Central School District, 206 A.D.3d 1655",206 A.D.3d 1655,28-Matter-of-Hensley-v-Williamsville-Cent-Sch-Dist_1.txt,6/3/2022,state_New York,state,,New York
"Hensley v. Williamsville Central School District, 150 N.Y.S.3d 513",150 N.Y.S.3d 513,28-Hensley-v-Williamsville-Central-School-District_1.txt,5/20/2021,state_New York,state,,New York
"Hensley v. Williamsville Central School District, 2021 WL 3436380",2021 WL 3436380,076-Hensley-v-Williamsville-Cent-School-Dist_1.txt,4/28/2021,state_New York,state,,New York
"North Carolina Bowling Proprietors Association v. Cooper,  375 N.C. 374",375 N.C. 374,70-North-Carolina-Bowling-Proprietors-Association-Inc-v-Cooper_1.txt,9/25/2020,state_North Carolina,state,,North Carolina
"North Carolina Bowling Proprietors Association v. Cooper,  2020 WL 4369403",2020 WL 4369403,022-North-Carolina-Bowling-Proprietors-Ass_n-Inc-v-Cooper-III_1.txt,7/7/2020,state_North Carolina,state,,North Carolina
"Highland Tavern v. DeWine, 2021 WL 5356197",2021 WL 5356197,061-Highland-Tavern-LLC-v-DeWine_1.txt,11/16/2021,state_Ohio,state,,Ohio
"Rock House Fitness v. Acton, 2020 WL 3163973",2020 WL 3163973,005-Rock-House-Fitness-Inc-v-Acton.txt,5/15/2020,state_Ohio,state,,Ohio
"Rock House Fitness Inc. v. Himes, 167 N.E.3d 499",167 N.E.3d 499,36-Rock-House-Fitness-Inc-v-Himes_1.txt,5/20/2020,state_Ohio,state,,Ohio
"Cronin v. Governor of Ohio, 2022 WL 806398",2022 WL 806398,03-Cronin-v-Governor-of-Ohio.txt,3/17/2022,state_Ohio,state,,Ohio
"In re Removal of Whaley, 166 N.E.3d 567",166 N.E.3d 567,34-In-re-Removal-of-Whaley_1.txt,12/4/2020,state_Ohio,state,,Ohio
"Mooney v. State of Oregon, 314 Or.App. 809
",314 Or.App. 809,52-Mooney-v-State-by-and-through-Oregon-Health-Authority_1.txt,9/29/2021,state_Oregon,state,,Oregon
"Elkhorn Baptist Church v. Brown, 366. Or. 506",366. Or. 506,68-Elkhorn-Baptist-Church-v-Brown_1.txt,6/12/2020,state_Oregon,state,,Oregon
"Corman v. Acting Secretary of Pennsylvania Dept of Health, 266 A.3d 452",266 A.3d 452,95-Corman-v-Acting-Secretary-of-Pennsylvania-Department-of-Health.txt,12/10/2021,state_Pennsylvania,state,,Pennsylvania
"Friends of Danny DeVito v. Wolf, 658 Pa. 165",658 Pa. 165,060-Friends-of-Danny-DeVito-v-Wolf_1.txt,4/13/2020,state_Pennsylvania,state,,Pennsylvania
"J.W. v. Beam, 2021 WL 5232308",2021 WL 5232308,055-JW-v-Beam_1.txt,11/10/2021,state_Pennsylvania,state,,Pennsylvania
"County of Allegheny v. Cracked Egg, LLC., 260 A.3d 1105 (Table) ",260 A.3d 1105 ,94-County-of-Allegheny-v-Cracked-Egg-LLC.txt,7/23/2021,state_Pennsylvania,state,,Pennsylvania
"Private Properties v. Wolf, 237 A.3d 399 (Table)",237 A.3d 399,93-Private-Properties-LLC-v-Wolf.txt,7/31/2020,state_Pennsylvania,state,,Pennsylvania
"Corman v. Acting Secretary of Pennsylvania Dept of Health, 267 A.3d 561",267 A.3d 561,43-Corman-v-Acting-Secretary-of-Pennsylvania-Department-of-Health_1.txt,11/10/2021,state_Pennsylvania,state,,Pennsylvania
"Civil Rights Defense Firm v. Wolf, 226 A.3d 569",226 A.3d 569,32-Civil-Rights-Defense-Firm-PC-v-Wolf.txt,3/22/2020,state_Pennsylvania,state,,Pennsylvania
"Richland Cty School District 2 v. Lucas, 862 S.E.2d 920",862 S.E.2d 920,091-Richland-County-School-District-2-v-Lucas.txt,9/30/2021,state_South Carolina,state,,South Carolina
"Allen v. Lee, 2021 WL 2948775",2021 WL 2948775,065-Allen-v-Lee_1.txt,7/14/2021,state_Tennessee,state,,Tennessee
"Abbott v. Jenkins, 2021 WL 5445813",2021 WL 5445813,066-Abbott-v-Jenkins_1.txt,11/22/2021,state_Texas,state,,Texas
"Howell v. Abbott, 2022 WL 947190
",2022 WL 947190,21-Howell-v-Abbott_1.txt,3/30/2022,state_Texas,state,,Texas
"Abbott v. Harris County, 641 S.W.3d 514
",641 S.W.3d 514,057-Abbott-v-Harris-County_1.txt,1/6/2022,state_Texas,state,,Texas
"Harris County v. Abbott, 2021 WL 7542643",2021 WL 7542643,31-Harris-County-v-Abbott_1.txt,1/6/2022,state_Texas,state,,Texas
"In re Abbott, 2021 WL 3828464",2021 WL 3828464,087-In-re-Abbott.txt,8/27/2021,state_Texas,state,,Texas
"Abbott v. City of El Paso, 2021 WL 5903927",2021 WL 5903927,093-Abbott-v-City-of-El-Paso.txt,9/30/2021,state_Texas,state,,Texas
"In re Paris Independent School District, 2021 WL 4848638",2021 WL 4848638,029-In-re-Paris-Independent-School-District_1.txt,10/19/2021,state_Texas,state,,Texas
"Abbott v. City of San Antonio, 648 S.W.3d 498",648 S.W.3d 498,059-Abbott-v-City-of-San-Antonio_1.txt,11/10/2021,state_Texas,state,,Texas
"Ector County Alliance of Business v. Abbott, 2021 WL 4097106",2021 WL 4097106,091-Ector-County-Alliance-of-Businesses-v-Abbott.txt,9/9/2021,state_Texas,state,,Texas
"Concerned Coalition v. Cox, 2021 WL 6618302",2021 WL 6618302,20-CONCERNED-COALITION-a-Utah-501_c__4_-Not-for-Profit-Corporation-AB-as-gene_1.txt,4/13/2022,state_Utah,state,,Utah
Dillon v. Northam 108 Va. Cir. 367,108 Va. Cir. 367,06-Dillon-v-Northam.txt,8/13/2021,state_Virginia,state,,Virginia
"Dillon v. Northam, 105 Va. Cir. 402",105 Va. Cir. 402,04-Dillon-v-Northam.txt,7/30/2020,state_Virginia,state,,Virginia
"Park v. Northam, 2020 WL 5094626",2020 WL 5094626,035-Park-v-Northam_1.txt,8/24/2020,state_Virginia,state,,Virginia
"Lynchburg Range & Training v. Northam, 2020 WL 2073702",2020 WL 2073702,72-Lynchburg-Range-And-Training-LLC-v-Northam_1.txt,4/27/2020,state_Virginia,state,,Virginia
"SEG Properties v. Northam, 2020 WL 8881662",2020 WL 8881662,022-SEG-Properties-LLC-v-Northam_1.txt,6/10/2020,state_Virginia,state,,Virginia
"Schilling v. Northam, 105 Va. Cir. 343",105 Va. Cir. 343,03-Schilling-v-Northam.txt,7/20/2020,state_Virginia,state,,Virginia
"Gonzales v. Inslee, 2022 WL 534552",2022 WL 534552,65-Gonzales-v-Inslee_1.txt,2/23/2022,state_Washington,state,,Washington
"Rental Housing Association v. City of Seattle, 2022 WL 831450
",2022 WL 831450,08-Rental-Housing-Association-v-City-of-Seattle.txt,3/21/2022,state_Washington,state,,Washington
"Rental Housing Association v. City of Seattle, 512 P.3d 545 
",512 P.3d 545,033-Rental-Housing-Association-v-City-of-Seattle_1.txt,6/21/2022,state_Washington,state,,Washington
"Sehmel v. Shah, 514 P.3d 1238 (Wash. Ct. App. 2022)",514 P.3d 1238,036-Sehmel-v-Shah.txt,8/9/2022,state_Washington,state,,Washington
"James v. Heinrich, 960 N.W.2d 350",960 N.W.2d 350,05-James-v-Heinrich.txt,6/11/2021,state_Wisconsin,state,,Wisconsin
"Fabick v. Evers, 
396 Wis.2d 231",396 Wis.2d 231,73-Fabick-v-Evers_1.txt,3/31/2021,state_Wisconsin,state,,Wisconsin
"Generoso v. Adams, 74 Misc.3d 760",74 Misc.3d 760,066-Generoso-v-Adams_1.txt,2/10/2022,,,,New York
"Ritter v. State, 2022 WL 4359959",2022 WL 4359959,41-Ritter-v-State_1.txt,9/20/2022,,,,Oklahoma
"In re COVID-Related Restrictions on Religious Servs., 2022 WL 17101449",2022 WL 17101449,22-In-re-COVID-Related-Restrictions-on-Religious-Services_1.txt,11/22/2022,,,,Delaware
"Matter of Recall of Inslee, 508 P.3d 635",508 P.3d 635,024-Matter-of-Recall-of-Inslee_1.txt,4/28/2022,,,,Washington
"Orlando Bar Group v. DeSantis, 2022 WL 1051484",2022 WL 1051484,62-Orlando-Bar-Group-LLC-v-DeSantis_1.txt,4/8/2022,,,,Florida
"Orlando Bar Group v. DeSantis, 339 So.3d 487",339 So.3d 487,97-Orlando-Bar-Group-LLC-v-DeSantis.txt,6/3/2022,,,,Florida
"Matter of McCulloch, 980 N.W.2d 599",980 N.W.2d 599,15-Matter-of-McCulloch.txt,9/19/2022,,,,Minnesota
"New York City Municipal Labor Committee v. City of New York, 75 Misc.3d 411",75 Misc.3d 411,069-New-York-City-Mun-Labor-Comm-v-City-of-New-York_1.txt,4/21/2022,,,,New York
"New York City Municipal Labor Committee v. City of New York, 2021 WL 4496114",2021 WL 4496114,012-The-New-York-City-Mun-Labor-Committee-v-City-of-New-York.txt,9/16/2021,,,,New York
"New York City Municipal Labor Committee v. City of New York, 2021 WL 4502854
",2021 WL 4502854,014-The-New-York-City-Mun-Labor-Committee-v-The-City-of-New-York.txt,9/22/2021,,,,New York
"Abbott v. La Joya Independent School District, 2022 WL 802751",2022 WL 802751,02-Abbott-v-La-Joya-Independent-School-District.txt,3/17/2022,,,,Texas
"Butler Area School District v. Levine, 
2022 WL 4668979",2022 WL 4668979,54-Butler-Area-School-District-v-Levine_1.txt,10/3/2022,,,,Pennsylvania
"George Garvey, et al v. The City of New York, NEW YORK CITY DEPARTMENT OF HEALTH AND MENTAL HYGIENE, NEW YORK CITY DEPARTMENT OF SANITATION, DAVID CHOKSHI, & ERIC ADAMS, 2022 WL 16559102 (N.Y. Sup. Ct. Oct. 24, 2022)",2022 WL 16559102 ,041-Garvey-v-City-of-New-York.txt,10/24/2022,,,,New York
"Macomb County Resturant, Bar, and Banquet Assssociation v. Director of the Department of Health and Human Services, 2022 WL 7723814",2022 WL 7723814,96-Macomb-County-Restaurant-Bar-and-Banquet-Association-v-Director-of-Departme.txt,10/13/2022,,,,Michigan
"City Bar, Inc. v. Edwards, 349 So.3d 22",349 So.3d 22,63-City-Bar-Inc-v-Edwards_1.txt,8/30/2022,,,,Louisiana
"Civil Service Employees Association v. New York State Public Employment Relations Board, 73 Misc.3d 643",73 Misc.3d 643,065-Matter-of-Civil-Serv-Empls-Assn-Inc-Local-1000-AFSCME-AFL-CIO-v-New-York-S_1.txt,9/24/2021,,,,New York
"Darby Development Company, Inc. v. United States, 160 Fed.Cl. 45",160 Fed.Cl. 45,32-Darby-Development-Company-Inc-v-United-States_1.txt,5/17/2022,,,,Federal
"Cardinale v. State, 363 Ga.App. 873",363 Ga.App. 873,67-Cardinale-v-State_1.txt,5/16/2022,,,,Georgia
"Garvey v. City of New York, 2022 WL 16559102",2022 WL 16559102,10-Garvey-v-City-of-New-York_1.txt,10/24/2022,,,,New York
"Let Them Choose v. San Diego Unified School District, 2022 WL 17101508",2022 WL 17101508,23-Let-Them-Choose-v-San-Diego-Unified-School-District_1.txt,11/22/2022,,,,California
"In re Paris Independent School District, 2021 WL 5140152",2021 WL 5140152,045-In-re-Paris-Independent-School-District_1.txt,11/5/2021,,,,Texas
"In re Round Rock Independent School District, 2021 WL 4350299",2021 WL 4350299,001-In-re-Round-Rock-Independent-School-District.txt,9/24/2021,,,,Texas
"Glass v. Department of Corrections, 
2022 WL 1223641",2022 WL 1223641,75-Glass-v-Department-of-Corrections_1.txt,4/13/2022,,,,Illinois
"DeFrancesco v. Wolf, 2021 WL 3852629",2021 WL 3852629,088-DeFrancesco-v-Wolf.txt,8/30/2021,,,,Pennsylvania
"Abbott v. City of San Antonio, 2021 WL 3819514",2021 WL 3819514,085-Abbott-v-City-of-San-Antonio.txt,8/19/2021,,,,Texas
"Mount Clemens Recreational Bowl, Inc. v. Dir. of Dep't of Health & Hum. Servs., 2022 WL 17070755",2022 WL 17070755,19-Mount-Clemens-Recreational-Bowl-Inc-v-Director-of-Department-of-Health-and-_1.txt,11/17/2022,,,,Michigan
"Flynn v. Ottawa County Department of Public Health, 2022 WL 17723952",2022 WL 17723952,37-Flynn-v-Ottawa-County-Department-of-Public-Health_1.txt,12/15/2022,,,,Michigan
"Bastian v. Lamont, 2022 WL 2477863",2022 WL 2477863,76-Bastian-v-Lamont_1.txt,7/6/2022,,,,
"Rizzo v. Louisiana Office of Alcohol and Tobacco Control, 2022 WL 3134470",2022 WL 3134470,96-Rizzo-v-Louisiana-Office-of-Alcohol-and-Tobacco-Control.txt,8/5/2022,,,,
Shortridge v. Centrus Energy Corp. 2022 WL 4133227,2022 WL 4133227,33-Shortridge-v-Centrus-Energy-Corp_1.txt,,,,,
"Siliko v. Miami University, 2022 WL 17086527",2022 WL 17086527,21-Siliko-v-Miami-University_1.txt,,,,,
"Simmons v. Beshear, 2022 WL 1434644",2022 WL 1434644,85-Simmons-v-Beshear.txt,,,,,
"Sitton v. Bentonville Schools, 2021 WL 9095891",2021 WL 9095891,50-Sitton-v-Bentonville-Schools_1.txt,,,,,
"Six v. Newsom, 462 F.Supp.3d 1060",462 F.Supp.3d 1060,091-Six-v-Newsom.txt,,,,,
"Skatemore v. Whitmer, 2022 WL 2813531",2022 WL 2813531,88-Skatemore-Inc-v-Whitmer.txt,,,,,
"Skyworks, LTD v. Centers for Disease Control and Prevention 524 F.Supp.3d 745",524 F.Supp.3d 745,055-Skyworks-Ltd-v-Centers-for-Disease-Control-and-Prevention_1.txt,,,,,
"Skyworks, LTD v. Centers for Disease Control and Prevention 542 F.Supp.3d 719",542 F.Supp.3d 719,080-Skyworks-Ltd-v-Centers-for-Disease-Control-and-Prevention.txt,,,,,
"Slatery v. Adams & Boyle, P.C., 141 S.Ct. 1262",141 S.Ct. 1262,92-Slatery-v-Adams-And-Boyle-PC.txt,,,,,
"Slidewaters LLC v. Washington Department of Labor and Industries, 2020 WL 3130295",2020 WL 3130295,004-Slidewaters-LLC-v-Washington-Department-of-Labor-and-Industries.txt,,,,,
"Slidewaters LLC v. Washington Department of Labor and Industries, 2020 WL 3979661",2020 WL 3979661,014-Slidewaters-LLC-v-Washington-Department-of-Labor-and-Industries.txt,,,,,
"Slidewaters LLC v. Washington Department of Labor and Industries, 4 F.4th 747",4 F.4th 747,77-Slidewaters-LLC-v-Washington-State-Department-of-Labor-and-Industries_1.txt,,,,,
"Smith v. Biden, 2021 WL 5195688
",2021 WL 5195688,052-Smith-v-Biden_1.txt,,,,,
"Snell v. Walz, 2021 WL 5764234",2021 WL 5764234,083-Snell-v-Walz.txt,,,,,
"Snider v. Cain, 2020 WL 6262192",2020 WL 6262192,069-Snider-v-Cain_1.txt,,,,,
"Solid Rock Baptist Church v. Murphy, 480 F.Supp.3d 585",480 F.Supp.3d 585,092-Solid-Rock-Baptist-Church-v-Murphy.txt,,,,,
"Somerset Court, LLC v. Burgum for State, 956 N.W.2d 392 
",956 N.W.2d 392,096-Somerset-Court-LLC-v-Burgum-for-State.txt,,,,,
"Soos v. Cuomo, 2021 WL 37592",2021 WL 37592,084-Soos-v-Cuomo.txt,,,,,
"Soos v. Cuomo, 470 F.Supp.3d 268",470 F.Supp.3d 268,093-Soos-v-Cuomo.txt,,,,,
"Soos v. Cuomo, 498 F.Supp.3d 318",498 F.Supp.3d 318,094-Soos-v-Cuomo.txt,,,,,
"South Bay United Pentecostal Church v. Newsom, 140 S.Ct. 1613",140 S.Ct. 1613,10-South-Bay-United-Pentecostal-Church-v-Newsom.txt,,,,,
"South Bay United Pentecostal Church v. Newsom, 141 S.Ct. 716",141 S.Ct. 716,18-South-Bay-United-Pentecostal-Church-v-Newsom_2.txt,,,,,
"South Bay United Pentecostal Church v. Newsom, 2020 WL 2529620",2020 WL 2529620,83-South-Bay-United-Pentecostal-Church-v-Newsom.txt,,,,,
"South Bay United Pentecostal Church v. Newsom, 2021 WL 2250818",2021 WL 2250818,055-South-Bay-United-Pentecoastal-Church-v-Newsom_1.txt,,,,,
"South Bay United Pentecostal Church v. Newsom, 494 F.Supp.3d 785",494 F.Supp.3d 785,095-South-Bay-United-Pentecostal-Church-v-Newsom.txt,,,,,
"South Bay United Pentecostal Church v. Newsom, 508 F.Supp.3d 756",508 F.Supp.3d 756,022-South-Bay-United-Pentecostal-Church-v-Newsom_1.txt,,,,,
"South Bay United Pentecostal Church v. Newsom, 959 F.3d 938",959 F.3d 938,03-South-Bay-United-Pentecostal-Church-v-Newsom.txt,,,,,
"South Bay United Pentecostal Church v. Newsom, 981 F.3d 765 (Mem)",981 F.3d 765,18-South-Bay-United-Pentecostal-Church-v-Newsom.txt,,,,,
"South Bay United Pentecostal Church v. Newsom, 983 F.3d 383 (Mem)",983 F.3d 383,29-South-Bay-United-Pentecostal-Church-v-Newsom_1.txt,,,,,
"South Bay United Pentecostal Church v. Newsom, 985 F.3d 1128",985 F.3d 1128,22-South-Bay-United-Pentecostal-Church-v-Newsom_1.txt,,,,,
"South Wind Women's Center v. Stitt, 2020 WL 1677094",2020 WL 1677094,62-South-Wind-Women_s-Center-LLC-v-Stitt_1.txt,,,,,
"South Wind Women's Center v. Stitt, 455 F.Supp.3d 1219",455 F.Supp.3d 1219,91-South-Wind-Women_s-Center-LLC-v-Stitt.txt,,,,,
"South Wind Women's Center v. Stitt, 808 Fed.Appx. 677 ",808 Fed.Appx. 677,076-South-Wind-Women_s-Center-LLC-v-Stitt_1.txt,,,,,
"South Wind Women's Center v. Stitt, 823 Fed.Appx. 677",823 Fed.Appx. 677,080-South-Wind-Women_s-Center-LLC-v-Stitt.txt,,,,,
"Southern California Healthcare System v. City of Culver City, 2021 WL 3160524",2021 WL 3160524,069-Southern-California-Healthcare-System-Inc-v-City-of-Culver-City_1.txt,,,,,
"Southern California Healthcare System v. City of Culver City, 2022 WL 1394751",2022 WL 1394751,84-Southern-California-Healthcare-System-Inc-v-City-of-Culver-City.txt,,,,,
"Southern California Rental Housing Association v. County of San Diego, 550 F.Supp.3d 853",550 F.Supp.3d 853,092-Southern-California-Rental-Housing-Association-v-County-of-San-Diego.txt,,,,,
"Southwell v. McKee, 2021 WL 5492869 (R.I.Super.) (Trial Order)
",2021 WL 5492869,069-Southwell-v-McKee_1.txt,,,,,
"Southwestern Ohio Basketball v. Himes, 167 N.E.3d 1001",167 N.E.3d 1001,35-Southwestern-Ohio-Basketball-Inc-v-Himes_1.txt,,,,,
"Southwestern Women's Surgery Center v. Abbott, 802 Fed.Appx. 150 (Mem)",802 Fed.Appx. 150,074-Southwestern-Women_s-Surgery-Center-v-Abbott_1.txt,,,,,
"Spell v. Edwards, 2022 WL 131249",2022 WL 131249,81-Spell-v-Edwards.txt,,,,,
"Spell v. Edwards, 460 F.Supp.3d 671",460 F.Supp.3d 671,096-Spell-v-Edwards.txt,,,,,
"Spell v. Edwards, 500 F.Supp.3d 503",500 F.Supp.3d 503,005-Spell-v-Edwards.txt,,,,,
"Spell v. Edwards, 849 Fed.Appx. 509",849 Fed.Appx. 509,086-Spell-v-Edwards.txt,,,,,
"Spell v. Edwards, 962 F.3d 175",962 F.3d 175,06-Spell-v-Edwards.txt,,,,,
